temp,humidity,pressure,slot,target
28.7,77.8,1006.5,1,18
28.4,74.8,1008.6,1,49
27,79.5,1008,1,20
26.9,84.8,1006.9,1,24
27.8,78.3,1007,1,24
28.5,74,1007.1,1,10
24.9,94.4,1005.9,1,23
28.4,80,1005.5,1,37
27.5,62.4,1008,1,11
25.5,86.6,1009,1,33
27,81,1008.6,1,30
26.8,77.7,1007.3,1,16
26.3,65,1009,1,10
26.3,62.6,1009,1,26
26.7,75.8,1007.6,1,16
26,67.3,1007,1,35
26.4,79.3,1006.8,1,7
26.5,80.3,1006.1,1,15
28.2,79.1,1008,1,33
26,77.9,969,1,10
26.4,81.5,1009.1,1,47
24.2,64.2,1011.8,1,22
26.7,69.5,1010.6,1,36
27.4,66,1010.7,1,48
28,72.4,1008.8,1,21
24.9,77.2,1007.5,1,47
26.8,83.2,1006,1,36
26.8,79.2,1008.2,1,29
27.4,68.5,1008.8,1,15
27,66,1011.3,1,13
25.1,69,1009.9,1,43
27.6,79.6,1005.7,1,49
29.1,67.2,1005.1,1,2
29.1,70.5,1008.5,1,22
28.6,73.7,1010.2,1,32
28.7,68.2,1011.4,1,45
28.6,63.3,1010.6,1,6
28,67.3,1011.2,1,20
28.5,60.1,1010.9,1,3
27.5,73.2,1007,1,49
28.5,79,1006.8,1,31
29.4,67.8,1006.3,1,34
29.9,67.9,1005.8,1,25
29.3,61.8,1009.5,1,34
29.5,65.8,1008.1,1,3
30.1,65.9,1005.8,1,43
30.4,62.5,1004,1,47
29.7,65.8,1008.7,1,23
29.3,62.6,1006.7,1,7
29.4,60.8,1010.5,1,23
29.3,71.2,1008,1,26
29.2,72.5,1006.7,1,30
29.5,68.6,1004.9,1,22
28.9,73.4,1002.7,1,25
29.8,75.7,1003,1,12
29.3,70.8,1006.5,1,4
28.5,68.4,1009.1,1,37
29.5,69,1007.9,1,44
30.5,63.6,1008.9,1,3
30.9,65.3,1007.4,1,29
31.5,60.4,1008,1,46
31.5,65.9,1005.8,1,5
31.3,69,1006.3,1,39
31.3,65.1,1005.6,1,26
31.5,65.1,1006.5,1,25
31,69.1,1006.7,1,21
31.5,65.6,1006.8,1,35
31.4,68.4,1005.9,1,22
31.7,65.1,1007,1,31
32.1,64.8,1007.1,1,47
31.3,73.4,1004.5,1,41
32.1,67.7,1003.8,1,18
28.8,80.6,1005.7,1,3
30.1,74.4,1005.5,1,4
28.3,82.3,1006.6,1,27
28.4,80.1,1003.8,1,29
29,74.5,1007.8,1,38
29.6,76.6,1005.9,1,5
30.5,73,1007.9,1,31
29.5,78.4,1005,1,16
28.5,77.5,1007.1,1,10
28.9,77.5,1007.1,1,36
30.2,75.6,1007.5,1,37
29.1,78.3,1006.5,1,29
30,74.2,1006.3,1,10
28,84.3,1002.1,1,46
28.1,83.6,1005.6,1,23
30.4,71.1,1006.8,1,44
29.8,75.2,1006.9,1,47
29.7,74,1005.5,1,25
27.2,80.4,1005,1,7
28.7,78.8,1002,1,5
27.4,88.7,1003.6,1,14
25.6,95.7,1000.6,1,43
26.8,90.9,1003.3,1,33
28.7,84.3,999.8,1,23
26.9,91.8,1004.1,1,2
29.8,76.9,1002.8,1,39
28.5,74.8,1003,1,33
29.6,79.4,1004.3,1,12
29.8,78.8,1007,1,42
28,83.3,1006.3,1,47
29.1,78.8,1009.1,1,17
27.2,84,1008.3,1,26
29.7,74.9,1007.3,1,7
28.6,81.3,1005.9,1,45
28.3,82.5,1006,1,14
26.9,85.3,1006.9,1,48
27.7,81,1006.6,1,10
28.7,79.5,1005.8,1,9
29.2,77,1006.9,1,43
28,81.3,1006.1,1,13
29.1,78.7,1006.1,1,17
27.4,87.2,1005,1,49
28.3,83.3,1003.6,1,17
26.9,88,1004.7,1,23
29.3,77.9,1008.8,1,33
28.3,82.9,1006.5,1,22
27.5,85.2,1007.3,1,45
29.5,77.6,1005.4,1,37
30.6,70.5,1008.3,1,37
29.8,77,1004.9,1,43
29.5,79.5,1004.3,1,8
28.9,84.1,1005.3,1,20
28.4,82.8,1005.6,1,22
26.9,90.8,1002.6,1,43
29,78.6,1004,1,27
29,81.3,1000.9,1,43
28.4,82.8,996.6,1,10
27.7,87.4,1004.7,1,43
27.7,87.4,1004.7,1,43
29.2,77.2,1007.7,1,15
29.1,74.1,1010.1,1,43
28.4,81.6,1009.1,1,26
24.4,76.2,1007.8,1,18
26.8,74.1,1008.1,1,1
28.2,75.4,1009.1,1,10
29,67,1010.4,1,18
28.8,69.6,1009.2,1,1
29.8,67,1007.6,1,5
29.4,75.1,1006,1,45
29.8,69.5,1007.7,1,21
28.2,66,1007.5,1,16
29.2,75,1007.7,1,23
29.2,75.2,1006.6,1,4
29.1,74.2,1005.2,1,1
28,84.7,1006.8,1,8
28.9,74,1007.4,1,30
27.5,72.3,1007.1,1,45
26.6,86.7,1007.5,1,9
29.3,78,1005.4,1,19
27.6,63.4,1007.7,1,1
26.3,64.8,1009.3,1,8
25,71,1008.9,1,33
27.5,65,1010.4,1,12
27.6,73.8,1009.1,1,28
27.6,64.3,1008.9,1,5
28,66.8,1006.8,1,9
25.3,93.1,1009.8,1,4
28.9,75.9,1009.8,1,11
27.1,74.5,1008.7,1,18
26.9,73.7,1010.9,1,31
27,69.3,1012.6,1,19
27.2,65.4,1012.8,1,37
26.2,63.3,1012.2,1,24
26.6,71.1,1010.6,1,26
26.9,66.5,1011.3,1,22
27.8,67,1009.7,1,38
26.2,73.7,1011.3,1,3
26.1,67.9,1012.1,1,2
25.5,66.8,1010.2,1,46
26.8,74.4,1007.8,1,16
28.3,73.1,1007.5,1,4
28.1,64.8,1007,1,36
28.3,78.8,1007.1,1,36
27.9,81.3,1007.1,1,47
27.4,69.7,1009.9,1,41
27.3,72.4,1009.7,1,9
27.7,66.1,1010.7,1,36
28.1,74.6,1010,1,12
27.7,74.5,1008.6,1,44
28.1,66.5,1009.2,1,15
26.9,70.4,1006.7,1,39
28.4,73.5,1007.1,1,13
27.5,74.9,1006.7,1,24
29,66.6,1007.9,1,43
26.5,82.9,1010.4,1,36
28.3,68.2,1011.7,1,3
28,66.7,1010.9,1,9
28.7,61.4,1010.2,1,40
28.7,69.6,1009.1,1,13
28.8,66.5,1007.9,1,30
28.6,68,1006,1,11
28.5,65.5,1006.7,1,28
28.2,80.4,1005.8,1,40
28.9,79.3,1004.5,1,21
30.4,70.3,1005.3,1,13
30.5,66.3,1007.1,1,9
30.5,66.3,1008.8,1,34
30.3,70,1007.9,1,30
30.4,65.9,1008,1,34
30.2,68.4,1008,1,31
30.7,64.7,1008.5,1,17
28.8,59.8,1008.6,1,49
25.6,89.6,1009.8,1,24
28.5,75.1,1006,1,1
28.6,73.5,1005,1,18
28,76.4,1003.8,1,16
29.3,65.4,1008.2,1,41
30.3,69.6,1007.8,1,36
30.8,63.9,1005.9,1,32
30.7,68.4,1005.8,1,27
30.5,71.1,1006.8,1,7
30.9,64,1005.7,1,35
30.6,63,1006.5,1,24
31.3,60.8,1006.3,1,18
31.5,64.5,1006.5,1,18
31.1,62.5,1006,1,44
31.7,61.6,1005.4,1,43
28.9,82.2,1007.3,1,7
28,83.8,1007,1,25
28,85.2,1008.5,1,19
28.8,78.8,1004.4,1,33
30.3,73.5,1007.6,1,22
29.7,77.1,1005,1,17
29,80.5,1005.8,1,45
28.6,78.8,1005.9,1,33
29.1,80.8,1005.7,1,22
30.4,73.3,1005.5,1,16
28.5,74.3,1005.2,1,46
30.7,72.9,1005.7,1,7
29.9,79.7,1006.5,1,41
29.5,76.6,1006.9,1,23
30.3,73.8,1007.2,1,8
29.4,77.7,1005.8,1,16
28.5,69.7,1004.8,1,24
27,75,965.4,1,36
28.5,80.8,1005.8,1,37
27.5,87.7,1002.7,1,23
28.9,79.2,1002,1,15
30.2,72.5,1005,1,21
28.8,78,1005.6,1,10
27.8,88.6,1005,1,36
29.9,78.8,1003.8,1,12
28.1,89.5,1004.2,1,42
28,76.7,1004.8,1,11
27.8,84.7,1005.9,1,29
29.9,75.8,1005.3,1,34
28,80.5,1007.9,1,43
30.6,75.2,1004.4,1,6
29,81.1,1004.6,1,26
29.6,80.5,1003.6,1,23
27.4,89.5,1004.5,1,13
27.9,83.8,1006.5,1,28
28.2,83.1,1005.7,1,44
26.9,89.1,1004.7,1,15
28.2,82.4,1005,1,8
28.4,82.5,1006.3,1,35
27.6,84.5,1004,1,3
28.2,83,1005.6,1,8
27.6,84,1005.9,1,45
28.6,79.9,1005,1,6
25.8,89.7,1002.2,1,15
29.5,76.9,1006.6,1,28
28.6,83.6,1005,1,47
28.2,85.5,1005,1,10
28.2,84.4,1004,1,37
26.7,83.8,1004.6,1,10
28.8,81.5,1006.6,1,41
29.7,75.8,1008,1,18
28.3,83.6,1005.9,1,9
29,81.2,1005.6,1,24
27.7,85.2,1004.4,1,32
28.5,82,1005.1,1,39
25.8,92,1005.2,1,24
27.3,84.9,1006.1,1,45
27.2,87.1,999.6,1,12
28.6,80.2,1002.6,1,31
27.9,81.8,1005.8,1,11
29,70.8,1006.5,1,15
29,76.4,1007.3,1,11
29.8,69,1007,1,20
29.3,69.8,1006.8,1,40
29.3,71,1003.5,1,46
29.1,76.2,1003.3,1,24
29.4,74.8,1001.7,1,20
28.7,77,1003.9,1,26
27.7,82,1007.7,1,33
28.9,75.7,1006.8,1,9
26.6,85.8,1007.1,1,6
28.8,66,1003.9,1,37
26.9,87.2,995.4,1,41
27,84.9,1004.2,1,24
28.2,80,1007.7,1,46
26.7,72.3,966.7,1,37
28.2,75,1007.6,1,49
27.8,72.8,1007.6,1,12
28.5,76.6,1007.4,1,48
28.5,74.2,1006.6,1,9
27.9,78.9,1006.5,1,4
27.8,80.5,1005.3,1,8
28.2,76.8,1007.1,1,3
28.3,66.8,966.4,1,11
28.3,68,1007.7,1,5
29.4,71,1007.5,1,4
28.1,77.1,1006.9,1,14
28.6,73.8,1007.6,1,24
28.2,73.8,1006.5,1,47
28.5,68.5,1005.1,1,18
27.1,82.5,1003.8,1,3
28,74.8,1006.2,1,34
28.1,76.1,1006.1,1,1
27.5,70.9,1006.3,1,38
26.3,82.2,1004.5,1,33
26.9,70.7,1002.9,1,11
25.2,72,1011,1,29
26.5,73,1009.2,1,30
26.2,86.5,1008.8,1,28
24.8,91.2,1009.3,1,19
26,68.5,1011.4,1,37
26.3,71.9,1009.3,1,21
27,67.4,1008.8,1,1
26.2,85.4,1004.5,1,4
27,73,1008.5,1,19
27.1,67.4,1009.7,1,17
27.3,71.9,1008.1,1,14
28,63,1007.8,1,22
26.2,70.1,1008.3,1,44
25.9,64.7,1008.8,1,34
26.5,66.8,1009,1,46
26.9,70.6,967.3,1,30
26.9,70.8,1008.6,1,12
26.3,76.1,1008.5,1,32
27.3,67.8,1009.5,1,3
28.7,68.2,1009.5,1,24
27.2,70,1007.8,1,42
27.8,60.1,1010.8,1,39
25.6,82.6,1005.6,1,47
26.8,80.4,1008,1,1
27.4,75.2,1007.2,1,42
29.2,63.3,1012,1,17
27.7,60,1012.9,1,22
27.3,67,1012.7,1,20
26.7,63.7,1012.8,1,30
26.9,64.3,1012.4,1,13
27.5,66.9,1010.2,1,30
27.2,65.4,1009.6,1,7
27.4,63.5,1008.3,1,37
28.7,64.2,1010.2,1,9
28.7,63.3,1008.6,1,45
28.3,64.9,1007.5,1,12
28.7,63,1007.2,1,17
30,66.1,1007.1,1,30
29.8,63,1008.5,1,46
29.6,65.5,1006.8,1,30
30,69.1,1006.5,1,15
28.1,75,1007.3,1,2
27.8,65.8,1006.8,1,39
25.7,91.5,1005.2,1,48
29.2,78.3,1005.4,1,36
30.8,68.2,1008.7,1,48
29.7,67.9,961.9,1,49
31.3,65.6,1007.1,1,35
29.5,69,1006.2,1,49
30.7,61.2,1007.4,1,48
31.1,67.8,1005.6,1,8
31.7,59.7,1007.6,1,5
29.9,71.3,1006,1,33
31.3,69.9,1003.9,1,20
30.8,70.4,1005.8,1,38
30,74.5,1008.2,1,48
30.8,75.7,1006.7,1,20
29.2,84.2,1006.9,1,18
30.4,77,1007.3,1,19
29.8,79.6,1008.1,1,4
30.2,77.8,1006.9,1,2
28.5,84.3,1008.4,1,23
29.8,77.4,1002.3,1,3
30.7,75.4,1000.9,1,25
29.8,81.6,1002.5,1,14
29.6,74.5,1005.7,1,31
29.2,80.3,1006.1,1,44
29.6,81.5,1005.7,1,17
26.8,92.3,1003.6,1,18
28.8,82.6,1005.5,1,15
29.1,85.4,1006.1,1,19
30.8,69.3,1007.5,1,40
30,80.4,1006,1,29
30.3,75.9,1006.4,1,25
28.9,78.2,1005.2,1,4
28.6,84.4,1005.5,1,21
27.7,86,1006.7,1,33
29.6,81,1008.3,1,43
31.1,71.1,1007.3,1,23
31.7,69.2,1007.3,1,41
31,71,1007,1,7
30.4,73.4,1004.8,1,42
25.3,87.2,1001.9,1,8
26.7,90.2,1001.3,1,43
29.3,78.6,1006,1,37
28.9,82.4,1004.5,1,43
28.6,83.9,1005.5,1,37
29.7,83.4,998.4,1,35
28,87.3,1001.9,1,42
26.7,93.2,1005.5,1,18
27,93.4,1003.9,1,43
27.7,88.7,1006.4,1,9
29.5,82.2,1005.2,1,17
29.9,84.7,1005.1,1,45
29.1,77.2,1005.5,1,4
29.9,80.6,1005.4,1,35
29.8,80,1006.6,1,12
29.5,81.2,1005.3,1,7
29.5,77.2,1006.8,1,7
28.5,84.5,1005.5,1,37
28.6,82.9,1006.4,1,33
26.5,85.2,1000.3,1,11
28.2,85,1000.4,1,2
27.4,91.1,1003,1,30
26.4,89.5,1001.8,1,32
28.1,88.4,1005.8,1,3
29.6,81.4,1006.9,1,6
29.6,80.2,1006.6,1,42
26.8,83.3,1005.6,1,36
28.4,84.5,1005.8,1,30
29.2,82.4,1006.9,1,26
30.3,75,1006.8,1,2
29.6,81.9,1005.8,1,25
29.4,80.3,1004.8,1,4
28.3,83.2,1006,1,33
27.1,82.9,1005.9,1,34
29.4,85,1004.1,1,6
27.4,92.6,1006.8,1,47
27.5,88.3,1045.9,1,37
28.8,82,1008,1,47
29.9,75.5,1007.6,1,3
27.8,87.8,1008.4,1,25
29.7,73.8,1007.3,1,47
29.4,75.9,1009.2,1,2
27.2,88.2,1009,1,26
27.7,84.5,1009.8,1,13
27.2,88.9,1009,1,26
29.2,76.8,1008.7,1,34
29.6,70,1008,1,30
29.8,64.8,1008.4,1,43
28.6,82,1007.5,1,37
30.3,73.9,1008.1,1,38
29.2,75.2,1008.5,1,10
28.8,73,1008.6,1,11
29.4,74.3,1009.9,1,23
29.2,72.1,1010.5,1,16
27.8,68.9,1011.3,1,12
28.4,65.6,1009,1,16
28.1,70.9,1007.9,1,13
27.3,73.4,1007.1,1,39
27.3,83.8,1008.3,1,30
28.3,72.3,1008.4,1,15
28.8,66.6,1009.2,1,26
27.5,78.1,1010,1,12
29.7,73.5,1007.6,1,41
28.1,72.3,1007.9,1,24
28.5,75.1,1008,1,21
29.2,70.8,1008.5,1,21
27.4,67.9,1010.4,1,15
28.8,65.5,1010.1,1,2
28.3,78.5,1009.2,1,30
28.2,79.7,1009,1,16
25.4,77.8,1010.4,2,11
26.5,77,1009.5,2,23
26.7,66.3,1012.1,2,11
25.1,67.5,1012.3,2,31
26.2,69.6,1011.6,2,5
26,75.6,1011.7,2,6
22.6,79.2,1009.6,2,36
27,73.4,1011.7,2,19
25.6,71.7,1012,2,4
25.7,67.3,1014.2,2,49
25.6,76.7,1010.7,2,47
26.3,80.8,1010.7,2,5
25.6,63.6,1014.7,2,12
25.4,62.6,1015.1,2,1
25.9,64.8,1012.8,2,47
25.8,77.1,1012,2,37
26.1,68.8,1011.6,2,27
26.4,77.6,1010,2,13
27.1,77.3,1011.8,2,11
27.1,64.3,1010.5,2,23
26.1,71.4,1012.5,2,39
26.2,63,1012.8,2,31
27,61.7,1011,2,39
28,67.1,1010.7,2,21
27,64.8,1011.7,2,19
27.2,61.3,1009.7,2,48
27.1,67.6,1012,2,46
28.1,58.7,1012.4,2,42
26.8,60.3,1013.5,2,40
26.8,76.7,1013.2,2,22
26.8,61.7,1013.4,2,16
27.7,64.8,1009.9,2,48
27.5,83.8,1009.8,2,38
28.3,64.8,1014.7,2,36
28.8,60.9,1011.2,2,7
29.4,62,1011,2,37
28.2,58.3,1009.1,2,39
29,59.8,1010.2,2,46
29,61.2,1010.7,2,35
29.3,63.8,1009.7,2,45
29.9,68,1011.4,2,25
27.2,55.3,1011.2,2,18
27.8,68.4,1012.5,2,7
30.8,67.8,1008.6,2,39
30,70.5,1009.1,2,19
28.8,57,968.4,2,22
28.5,58.8,1009.8,2,23
30.1,62.6,1008.9,2,28
30.4,69.5,1008.6,2,16
30.5,66.2,1008.3,2,10
30.9,62.7,1007,2,46
30.2,69.4,1007.7,2,9
29.7,76.9,1046.5,2,42
31,68.8,1008.7,2,40
31,59.1,1010.2,2,32
31,59.5,1007.3,2,45
30.5,68.9,1008.3,2,39
30.9,72.4,1009.2,2,35
30.4,78.2,1008.2,2,31
29.4,69,1009.2,2,41
30,71.1,1006.9,2,29
30.1,71.7,1007.6,2,21
31.9,60.1,1007.8,2,34
30.6,69.5,1007.2,2,23
30.8,69.5,1007.4,2,36
30,78.7,1006.9,2,37
30.9,69.5,1007.4,2,21
31.4,62.6,1006.6,2,32
30.8,66.4,1006.2,2,3
28.8,84.5,1005.3,2,15
28,87.1,1006.6,2,13
29.1,76.5,1008,2,46
30.2,74,1008.2,2,19
29.8,76.6,1009.5,2,5
28.8,83.1,1007.3,2,5
29.6,80,1004.6,2,2
25.5,99.3,999.9,2,31
27.4,91.3,1001.5,2,48
25.8,99.8,1000.9,2,46
28.5,83.9,1004.9,2,1
29.8,76,1004.3,2,45
28.9,79.7,1004.6,2,47
30.1,73,1007,2,24
30,66.4,1009.7,2,21
27.9,83.9,1009.6,2,28
27.6,81.5,1010.8,2,19
28.4,75.5,1010.8,2,35
28.6,74.1,1008.5,2,32
29.3,72.1,1007.5,2,39
28.8,79.6,1005.3,2,17
28.7,87,1001.1,2,1
27.6,91.9,1004.5,2,33
29,82.2,1008.4,2,44
28.7,86.3,1008.3,2,21
30.3,75.6,1008.2,2,44
29.2,78.8,1006.5,2,27
28.1,84.5,1003,2,35
27,91.1,1004.1,2,25
26.5,85.9,1008.5,2,8
28.5,80.7,1009.1,2,39
27.9,79.6,1008.2,2,10
29,77,1008.1,2,29
29.4,81.1,1009.7,2,7
28.4,88.3,1007.6,2,14
29,84.6,1006.1,2,30
27.5,92.6,1007.9,2,13
28.3,86.1,1007.7,2,49
27.8,89.9,1009.5,2,46
28.6,81.1,1006.1,2,41
28.6,85.8,1006.8,2,12
28.7,87.2,1004.5,2,38
28.7,89.8,1003.9,2,41
28.4,86.8,1008,2,2
27.3,92.7,1008.4,2,12
26.9,92.5,1012.6,2,12
28.6,85.8,1009.4,2,43
29.1,80.8,1008.7,2,31
29.3,76.8,1010,2,4
28.4,83.8,1010.3,2,47
28.8,75.3,1006.2,2,42
28,94.3,995.9,2,13
28.3,82.8,1002.8,2,42
27.7,87.4,1006.3,2,8
29.2,75,1010.8,2,34
29.3,72.7,1010.7,2,12
28.7,63.8,1012.1,2,41
28.1,77,1011,2,49
28.8,77.3,1010.3,2,26
29.3,75.8,1009.6,2,2
29.5,69.6,1010.8,2,12
29,73.6,1009.6,2,33
29,71.6,1011.3,2,45
28.5,74.2,1010.1,2,43
29.4,68.5,1010.2,2,5
29.2,65.7,1010.7,2,6
29,69.3,1008.5,2,37
28,73.8,1007.3,2,9
28.3,67.2,1008.7,2,9
28.6,75.1,1012.8,2,4
27.7,77.7,1010.4,2,32
28.3,66.6,1011.5,2,26
28.6,77,1011.1,2,7
29,71.1,1011.5,2,28
27.3,94.2,1008.9,2,43
29.6,70.6,1010.1,2,38
28.6,72.6,1008.7,2,13
25.8,97.4,1004,2,12
25.3,79.9,1008.1,2,37
26.5,88,1011.4,2,47
27.8,75.7,1013.7,2,32
27.7,71.5,1012.3,2,29
26.7,75,1014.8,2,41
25.5,67.5,1014.7,2,47
26,84.5,1013.8,2,33
27.8,76.2,1013.8,2,43
27.5,72.2,1013.1,2,16
26.6,66.3,1013.1,2,16
27.6,70.3,1012.5,2,48
28.4,67.4,1011.6,2,12
27.8,73.9,1011.1,2,8
28.2,69.1,1008.7,2,29
28.5,70.5,1011.2,2,27
28.3,66.9,1012.5,2,17
27.4,70.3,1013.6,2,5
26.5,64.1,1015.9,2,2
26.8,64.2,1013.1,2,32
28.5,70.5,1011.5,2,36
28,64.7,1010.3,2,29
27.9,76.8,1010.9,2,28
25.5,79.1,1011.9,2,9
25.9,70.4,1012.7,2,11
27.2,68.6,1012,2,27
26.4,67.6,1011.5,2,31
27.6,65.8,1013.8,2,19
26.7,68.9,1013.7,2,36
27.4,71.2,1014.1,2,22
28.1,64.7,1013.3,2,28
27.6,63.5,1015.1,2,48
27.3,70.4,1014.1,2,31
27.4,67.6,1012.9,2,21
26.6,65.3,1013.2,2,37
28.7,80.6,1010.4,2,33
29.7,66.4,1009.7,2,31
30.1,66,1010.9,2,17
29.1,63.5,1011.4,2,6
28.8,68.8,1009.9,2,3
28,62,1010.5,2,5
29.3,60.1,1010.2,2,16
29.5,64.2,1008.8,2,20
28.1,66.4,1014.5,2,49
29.4,66.7,1011.7,2,9
29.8,61.3,1011.5,2,2
29.1,68.7,1010.8,2,4
30.3,61.9,1011.3,2,10
29.4,54.6,1009,2,2
31.3,62.6,1007.5,2,33
30.9,70.8,1008.6,2,13
31,60.8,1009.7,2,36
30.9,61.7,1011,2,24
31,60.4,1009.9,2,29
31.2,60,1008.1,2,38
30.9,58.8,1008.2,2,42
30.5,74.3,1007.4,2,19
32,65.4,1008.7,2,29
32,60.2,1008.7,2,3
31.3,61.1,1009.1,2,47
31.6,59.3,1008.9,2,23
32,57.7,1007.7,2,3
30.1,61.6,964.4,2,12
31.2,62.3,1007.5,2,1
29.1,70.8,1006.7,2,19
29.6,79.3,1006.7,2,6
30.3,75.4,1007.4,2,45
30.3,78.4,1007,2,21
29.5,82.5,1008,2,1
29.9,85.1,1008,2,16
29.7,83,1008.6,2,3
29.1,88,1007.1,2,30
31.1,73.4,1008.4,2,5
27.5,81.8,1008.7,2,14
29.1,85.3,1008.2,2,36
28.6,82.6,1008.7,2,46
29.9,79.7,1007.2,2,9
29.8,82,1007.3,2,30
30.7,72.5,1006.9,2,9
30.2,74.5,1007.3,2,43
28.2,77.7,1006.5,2,48
28.4,88.8,1006.9,2,13
29.2,84.3,1008.4,2,34
28.7,83,1009.1,2,5
27.6,90.7,1008.4,2,45
28.1,87.9,1005.5,2,15
27.4,91.5,1003.6,2,32
27.4,89.9,1006,2,35
28.6,86.9,1007.6,2,25
29.1,91.2,1007.2,2,42
30.3,78.7,1008.1,2,16
30.3,73.7,1007.7,2,11
29.5,75.5,1008.5,2,41
28.3,81.7,1006,2,21
30.6,76.2,1006.7,2,2
30.5,70.3,1007.1,2,23
27.7,95.1,1000.8,2,9
27.8,91.7,1004.9,2,47
29.3,84.7,1006.6,2,16
27,80,1003.8,2,18
25.3,99.8,1003,2,4
27.3,95.2,1004.8,2,25
28,91.4,1002.6,2,7
28.9,91.9,1003.5,2,11
29.5,83.7,1003.5,2,12
27.7,95.2,1000.9,2,6
28.7,85.6,1001.9,2,1
27.7,98.2,1004.4,2,21
27.8,94.9,1007.2,2,48
28.1,93.3,1008.1,2,27
28.8,89.7,1007.3,2,40
27.3,96.2,1006.6,2,17
29.5,82.5,1009,2,10
28.7,85.7,1008.4,2,28
30.1,77.9,1005.8,2,3
28.6,85.6,1006.1,2,25
28,93,1004.5,2,21
28.8,88.7,1005.8,2,6
27.5,93.8,1006.8,2,8
28.7,88.1,1008.3,2,12
28.5,92.4,1003.1,2,9
28.1,90.5,1003.1,2,6
26.2,97.4,1006.6,2,19
28.8,87.5,1006.5,2,21
26.2,94.8,965.1,2,37
27,91.7,1004.8,2,10
28.6,89.7,1007,2,30
26.2,88.2,1006.8,2,17
27,95.4,1006.7,2,30
27.3,95.3,1000.9,2,25
29.1,83.5,1006.1,2,37
29.2,80.5,1001.3,2,24
30.3,76.7,1007.4,2,36
29.7,67.5,1008.5,2,11
29.1,79.5,1010.3,2,37
29.6,69.7,1009.4,2,8
27.4,82.3,1008,2,33
27.2,91,1007,2,30
28.1,84.1,1009.5,2,24
27.9,66.3,1011.2,2,21
27.1,73,1010.7,2,8
28.2,72.2,1010.2,2,25
26.1,94.7,1008.2,2,16
29,80.5,1008.7,2,6
28.9,79.8,1008.5,2,47
26.8,73.3,1008.3,2,44
27.8,69.4,1007.7,2,34
28.7,88.2,1006.7,2,27
28.9,75.7,1011,2,22
27,72.3,1011.1,2,24
28.5,74.3,1009.6,2,46
28.6,73,1009.3,2,45
27.7,83.4,1005.4,2,3
27.9,83,1006.5,2,44
26.4,98.6,1007.4,2,23
27,87.9,1009.7,2,37
26,91.7,1011.9,2,33
28.3,75.4,1009.5,2,37
27.8,71.5,1008.9,2,7
28.7,84.5,1006.4,2,41
28.8,76.8,1009.6,2,2
28.1,64,1009.9,2,42
26.7,82.3,1009,2,44
26.1,76.5,1007.5,2,36
26,87.8,1008.3,2,42
26.7,82.2,1008,2,46
26.9,82.5,1009.1,2,23
26.6,65.9,1012,2,45
26.6,69.5,1013,2,32
26.6,76.4,1013.7,2,28
25.2,90.9,1014.2,2,29
25.3,83.3,1012.5,2,26
26.4,74.7,1010,2,5
27.8,82,1008.3,2,5
26.3,92.5,1010.5,2,48
26.5,71.5,1006.4,2,10
27.4,58.5,1008,2,10
26.4,77.7,1008.3,2,44
25.5,63.3,1015.6,2,42
24.3,60,1018.4,2,48
25.5,65.8,1014.6,2,39
24.6,86.1,1011.9,2,20
27.8,76.1,1012.1,2,25
28,71.2,1011.3,2,4
28,75,1010.3,2,48
27.7,72.6,1010.6,2,30
26.5,79.7,1009.4,2,27
27.6,69.9,1008.5,2,40
27.3,67.9,1008.5,2,37
27.3,67,1009.6,2,38
28.2,66.8,1008.8,2,8
29.4,73,1009.1,2,45
28.2,65.2,1010,2,49
27.4,64.5,1012.2,2,33
27.5,69.5,1009.4,2,16
30.3,71.8,1009.9,2,39
30,61.8,1011.5,2,16
28.3,64.8,1013,2,36
27.7,59.3,1012.8,2,45
28.3,66.6,1011.1,2,18
27.1,63.3,1012.6,2,21
28,66,1009.6,2,38
30.6,68.7,1008.7,2,16
30.3,68.6,1007.5,2,34
29.8,80,1008,2,27
29,77.5,1008.9,2,23
30,76.4,1008.4,2,8
30.7,67,1008.9,2,8
30.3,74.6,1007.3,2,23
30.2,77.8,1008.8,2,17
31.4,66.6,1009.1,2,13
31.1,68.9,1009,2,30
30,60,1009.6,2,16
31.2,59,1008.7,2,3
30.9,63,1009.6,2,36
31,63.3,1007.2,2,43
30.7,71,1005.8,2,11
30.3,78.8,1007.1,2,14
29.9,83.8,1004.4,2,10
29.2,89.8,1006.3,2,26
28.8,96.6,1006.1,2,7
29.3,87.4,1006.2,2,41
30,80.8,1007.9,2,22
30.8,74.5,1006.2,2,34
30.2,80.5,1006.5,2,6
30.8,79,1008,2,15
30.8,72.9,1007.5,2,35
27.8,95.3,1008.1,2,44
31.2,72.5,1008.8,2,49
29.2,87.3,1009,2,12
30.6,73.8,1006.4,2,40
29.5,86.5,1006.3,2,7
28.3,90.4,1008.3,2,4
29.7,79.4,1007,2,27
28.8,89.1,1008,2,37
27.8,90,1007.6,2,28
28.6,86,1006.6,2,13
28.1,88,1008,2,15
29.3,80.4,1009.3,2,29
29,80.8,1008.5,2,17
28.5,86.9,1008.3,2,45
28,88.5,1007.5,2,30
28,89.5,1007,2,10
29,81.9,1008.6,2,30
27.4,93.8,1006.8,2,23
27.7,90.8,1006.8,2,18
28.1,86.3,1004.3,2,18
26.8,97.6,1004.4,2,26
